[[[300.0, 303.0]], [[368.0, 285.0]]]
[[[213.98878479003906, 282.020751953125]], [[341.7417907714844, 297.29730224609375]]]
[[[214.9698486328125, 282.5988464355469]], [[341.5570373535156, 297.3641357421875]]]
[[[215.5980224609375, 282.70361328125]], [[341.64971923828125, 297.2851867675781]]]
[[[215.8343505859375, 283.44610595703125]], [[341.9497985839844, 296.1100158691406]]]
[[[215.2982940673828, 283.3522644042969]], [[342.49688720703125, 295.1039123535156]]]
[[[214.36656188964844, 283.0526123046875]], [[343.23211669921875, 292.03094482421875]]]
[[[212.48379516601562, 282.6276550292969]], [[343.99676513671875, 292.01641845703125]]]
[[[210.50723266601562, 281.96533203125]], [[344.7229919433594, 291.91162109375]]]
[[[208.5181427001953, 278.7419738769531]], [[345.28912353515625, 291.8403625488281]]]
[[[207.42222595214844, 278.6644592285156]], [[345.89227294921875, 291.7447204589844]]]
[[[207.42674255371094, 279.14215087890625]], [[345.8583984375, 291.57275390625]]]
[[[208.0243682861328, 279.71148681640625]], [[346.0747985839844, 291.67767333984375]]]
[[[208.2993621826172, 280.20037841796875]], [[345.8292236328125, 291.23541259765625]]]
[[[207.73985290527344, 280.82940673828125]], [[345.9472961425781, 290.218017578125]]]
[[[208.0064697265625, 280.9903564453125]], [[345.72991943359375, 290.2111511230469]]]
[[[207.98609924316406, 281.0195617675781]], [[345.30401611328125, 290.63848876953125]]]
[[[207.68826293945312, 279.5810852050781]], [[342.4263916015625, 291.64306640625]]]
[[[207.58444213867188, 278.4776306152344]], [[340.6590270996094, 292.7367858886719]]]
[[[208.2171173095703, 277.5046081542969]], [[340.4923095703125, 295.703369140625]]]
[[[208.4245147705078, 276.6272888183594]], [[340.39373779296875, 295.8750915527344]]]
[[[208.48634338378906, 277.1954345703125]], [[340.7172546386719, 295.868896484375]]]
[[[208.51077270507812, 277.2884521484375]], [[342.5271301269531, 295.81390380859375]]]
[[[208.94480895996094, 278.10205078125]], [[343.3250732421875, 295.8496398925781]]]
[[[212.4344940185547, 277.6754455566406]], [[343.1058654785156, 295.7751770019531]]]
[[[213.0640411376953, 277.9756774902344]], [[341.7688293457031, 295.74078369140625]]]
[[[212.98867797851562, 278.40399169921875]], [[341.5666198730469, 295.7905578613281]]]
[[[212.46456909179688, 277.3733825683594]], [[340.91876220703125, 296.78179931640625]]]
[[[212.37875366210938, 276.8953857421875]], [[340.9690856933594, 297.472900390625]]]
[[[212.754638671875, 277.1240234375]], [[340.786376953125, 297.7630310058594]]]
[[[213.6190185546875, 276.5491943359375]], [[340.52764892578125, 297.8362731933594]]]
[[[213.93643188476562, 277.46160888671875]], [[340.371337890625, 297.8125]]]
[[[214.3026885986328, 278.5555114746094]], [[340.1374816894531, 297.8223876953125]]]
[[[214.06593322753906, 278.37322998046875]], [[339.6812438964844, 297.73193359375]]]
[[[214.09988403320312, 278.32940673828125]], [[339.00335693359375, 297.988525390625]]]
[[[213.2088165283203, 277.5145263671875]], [[338.6720275878906, 298.7222900390625]]]
[[[212.1949920654297, 276.8575744628906]], [[338.39044189453125, 299.5810241699219]]]
[[[210.18951416015625, 276.1866149902344]], [[338.7972717285156, 300.2952880859375]]]
[[[209.72154235839844, 276.3110046386719]], [[338.62310791015625, 300.6318054199219]]]
[[[210.01467895507812, 276.80767822265625]], [[338.39422607421875, 300.99017333984375]]]
[[[210.07582092285156, 276.53350830078125]], [[338.6557922363281, 301.0377197265625]]]
[[[209.7841796875, 276.5182800292969]], [[339.31182861328125, 300.77642822265625]]]
[[[209.8672332763672, 276.75140380859375]], [[340.80657958984375, 299.74383544921875]]]
[[[208.00477600097656, 276.1839599609375]], [[341.96807861328125, 297.4482421875]]]
[[[207.93910217285156, 275.3712463378906]], [[342.04998779296875, 296.48095703125]]]
[[[207.5903778076172, 275.3706359863281]], [[342.310791015625, 295.7726135253906]]]
[[[206.71446228027344, 275.7643127441406]], [[343.41912841796875, 294.872314453125]]]
[[[208.12460327148438, 276.4983215332031]], [[343.3921813964844, 293.16949462890625]]]
[[[208.4085235595703, 276.39825439453125]], [[343.9520568847656, 292.96246337890625]]]
[[[209.285400390625, 276.9403991699219]], [[343.1391906738281, 293.1531066894531]]]
[[[209.15054321289062, 275.89361572265625]], [[342.4833679199219, 293.51708984375]]]
[[[209.22084045410156, 276.53265380859375]], [[342.6568908691406, 294.25567626953125]]]
[[[209.39198303222656, 276.4586486816406]], [[342.58392333984375, 294.1646423339844]]]
[[[209.49899291992188, 275.5331726074219]], [[343.3550720214844, 294.6689147949219]]]
[[[209.81581115722656, 275.8803405761719]], [[343.4006042480469, 294.73077392578125]]]
[[[209.9010009765625, 274.9228820800781]], [[343.199951171875, 295.9724426269531]]]
[[[210.3838653564453, 275.521240234375]], [[343.3275451660156, 296.6914978027344]]]
[[[210.97149658203125, 275.75115966796875]], [[343.6781921386719, 296.81536865234375]]]
[[[212.71441650390625, 276.7369079589844]], [[342.8663024902344, 296.1191711425781]]]
[[[213.4652099609375, 276.7999267578125]], [[343.0895690917969, 296.07769775390625]]]
[[[213.62498474121094, 276.6026611328125]], [[343.5754089355469, 295.93701171875]]]
[[[214.8524169921875, 276.85577392578125]], [[343.4864807128906, 295.9917297363281]]]
